external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Bhawani Mandap,HISTORICAL,,Kolhapur,Maharashtra,India,16.64357,74.198825,"Bhawani Mandap is a notable historical attraction in Kolhapur, Maharashtra. Popular for photography, adventure, wildlife.","{""photography"",""adventure"",""wildlife""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Chhatrapati Shahu Museum,MUSEUM,,Kolhapur,Maharashtra,India,16.760426,74.163073,"Chhatrapati Shahu Museum is a notable museum attraction in Kolhapur, Maharashtra. Popular for spiritual, adventure, trekking.","{""spiritual"",""adventure"",""trekking""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Dajipur Wildlife Sanctuary,WILDLIFE,,Kolhapur,Maharashtra,India,16.788051,74.338148,"Dajipur Wildlife Sanctuary is a notable wildlife attraction in Kolhapur, Maharashtra. Popular for nature, heritage, trekking.","{""nature"",""heritage"",""trekking""}",,3.9,MEDIUM,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Narsobawadi (nearby),HISTORICAL,,Kolhapur,Maharashtra,India,16.672324,74.204985,"Narsobawadi (nearby) is a notable historical attraction in Kolhapur, Maharashtra. Popular for water-sports, nature, relaxation.","{""water-sports"",""nature"",""relaxation""}",,3.7,LOW,7.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Radhanagari dam area,NATURE,,Kolhapur,Maharashtra,India,16.656134,74.109662,"Radhanagari dam area is a notable nature attraction in Kolhapur, Maharashtra. Popular for wildlife, adventure, heritage.","{""wildlife"",""adventure"",""heritage""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Amboli (nearby hill station),HILL STATION,,Kolhapur,Maharashtra,India,16.879996,74.369419,"Amboli (nearby hill station) is a notable hill station attraction in Kolhapur, Maharashtra. Popular for photography, relaxation, heritage.","{""photography"",""relaxation"",""heritage""}",,4.1,MEDIUM,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kadgaon (local heritage),HISTORICAL,,Kolhapur,Maharashtra,India,16.754972,74.109354,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for wildlife, adventure, nature.","{""wildlife"",""adventure"",""nature""}",,3.8,MEDIUM,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Deekshabhoomi,HISTORICAL,,Nagpur,Maharashtra,India,21.09099,79.157898,"Deekshabhoomi is a notable historical attraction in Nagpur, Maharashtra. Popular for heritage, photography, relaxation.","{""heritage"",""photography"",""relaxation""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Futala Lake,NATURE,,Nagpur,Maharashtra,India,21.120876,79.063417,"Futala Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for trekking, adventure, water-sports.","{""trekking"",""adventure"",""water-sports""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sitabuldi Fort,FORT,,Nagpur,Maharashtra,India,21.05526,79.012717,"Sitabuldi Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for adventure, wildlife, heritage.","{""adventure"",""wildlife"",""heritage""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ramtek Temple,RELIGIOUS,,Nagpur,Maharashtra,India,21.151614,79.090266,"Ramtek Temple is a notable religious attraction in Nagpur, Maharashtra. Popular for nature, family-friendly, adventure.","{""nature"",""family-friendly"",""adventure""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Dragon Palace Temple,RELIGIOUS,,Nagpur,Maharashtra,India,21.238025,78.980509,"Dragon Palace Temple is a notable religious attraction in Nagpur, Maharashtra. Popular for spiritual, photography, adventure.","{""spiritual"",""photography"",""adventure""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Seminary Hill,HILL STATION,,Nagpur,Maharashtra,India,21.133831,79.108109,"Seminary Hill is a notable hill station attraction in Nagpur, Maharashtra. Popular for photography, spiritual, water-sports.","{""photography"",""spiritual"",""water-sports""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ambazari Lake,NATURE,,Nagpur,Maharashtra,India,21.18162,79.140436,"Ambazari Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for heritage, wildlife, adventure.","{""heritage"",""wildlife"",""adventure""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Maharajbagh Zoo,HISTORICAL,,Nagpur,Maharashtra,India,21.210873,79.15075,"Maharajbagh Zoo is a notable historical attraction in Nagpur, Maharashtra. Popular for nature, wildlife, relaxation.","{""nature"",""wildlife"",""relaxation""}",,3.8,HIGH,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Zero Mile Marker,HISTORICAL,,Nagpur,Maharashtra,India,21.136123,79.143605,"Zero Mile Marker is a notable historical attraction in Nagpur, Maharashtra. Popular for relaxation, wildlife, water-sports.","{""relaxation"",""wildlife"",""water-sports""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Raman Science Centre,HISTORICAL,,Nagpur,Maharashtra,India,21.123519,78.985806,"Raman Science Centre is a notable historical attraction in Nagpur, Maharashtra. Popular for adventure, spiritual, wildlife.","{""adventure"",""spiritual"",""wildlife""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Futala Park,HISTORICAL,,Nagpur,Maharashtra,India,21.068385,79.108281,"Futala Park is a notable historical attraction in Nagpur, Maharashtra. Popular for water-sports, photography, trekking.","{""water-sports"",""photography"",""trekking""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ajanta Caves,HISTORICAL,,Aurangabad,Maharashtra,India,20.001702,75.306933,"Ajanta Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for photography, relaxation, water-sports.","{""photography"",""relaxation"",""water-sports""}",,4.6,HIGH,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ellora Caves,HISTORICAL,,Aurangabad,Maharashtra,India,19.778448,75.376824,"Ellora Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, water-sports, photography.","{""heritage"",""water-sports"",""photography""}",,4.7,HIGH,9.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara,HISTORICAL,,Aurangabad,Maharashtra,India,19.794644,75.188127,"Bibi Ka Maqbara is a notable historical attraction in Aurangabad, Maharashtra. Popular for trekking, photography, heritage.","{""trekking"",""photography"",""heritage""}",,4.7,LOW,9.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Daulatabad Fort,FORT,,Aurangabad,Maharashtra,India,19.879719,75.362469,"Daulatabad Fort is a notable fort attraction in Aurangabad, Maharashtra. Popular for adventure, trekking, water-sports.","{""adventure"",""trekking"",""water-sports""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Aurangabad Caves,HISTORICAL,,Aurangabad,Maharashtra,India,20.002213,75.496632,"Aurangabad Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for heritage, adventure, water-sports.","{""heritage"",""adventure"",""water-sports""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Panchakki,HISTORICAL,,Aurangabad,Maharashtra,India,19.994333,75.406792,"Panchakki is a notable historical attraction in Aurangabad, Maharashtra. Popular for wildlife, trekking, heritage.","{""wildlife"",""trekking"",""heritage""}",,4.1,LOW,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Grishneshwar Temple,RELIGIOUS,,Aurangabad,Maharashtra,India,19.952721,75.421925,"Grishneshwar Temple is a notable religious attraction in Aurangabad, Maharashtra. Popular for relaxation, spiritual, nature.","{""relaxation"",""spiritual"",""nature""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Khuldabad,HISTORICAL,,Aurangabad,Maharashtra,India,19.799951,75.447002,"Khuldabad is a notable historical attraction in Aurangabad, Maharashtra. Popular for adventure, trekking, heritage.","{""adventure"",""trekking"",""heritage""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sikandar Shah's Tomb,HISTORICAL,,Aurangabad,Maharashtra,India,19.904244,75.465944,"Sikandar Shah's Tomb is a notable historical attraction in Aurangabad, Maharashtra. Popular for water-sports, spiritual, wildlife.","{""water-sports"",""spiritual"",""wildlife""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ellora UNESCO complex,HISTORICAL,,Aurangabad,Maharashtra,India,19.788698,75.167843,"Ellora UNESCO complex is a notable historical attraction in Aurangabad, Maharashtra. Popular for nature, adventure, wildlife.","{""nature"",""adventure"",""wildlife""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ganpatipule Beach,BEACH,,Ratnagiri,Maharashtra,India,17.061417,73.392376,"Ganpatipule Beach is a notable beach attraction in Ratnagiri, Maharashtra. Popular for photography, water-sports, spiritual.","{""photography"",""water-sports"",""spiritual""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ratnadurga Fort,FORT,,Ratnagiri,Maharashtra,India,17.133281,73.344706,"Ratnadurga Fort is a notable fort attraction in Ratnagiri, Maharashtra. Popular for spiritual, adventure, water-sports.","{""spiritual"",""adventure"",""water-sports""}",,3.9,LOW,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Thibaw Palace,HISTORICAL,,Ratnagiri,Maharashtra,India,17.106383,73.323815,"Thibaw Palace is a notable historical attraction in Ratnagiri, Maharashtra. Popular for trekking, adventure, spiritual.","{""trekking"",""adventure"",""spiritual""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Jaigad Fort,FORT,,Ratnagiri,Maharashtra,India,17.170623,73.383507,"Jaigad Fort is a notable fort attraction in Ratnagiri, Maharashtra. Popular for trekking, adventure, heritage.","{""trekking"",""adventure"",""heritage""}",,4.4,LOW,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bhatye Beach,BEACH,,Ratnagiri,Maharashtra,India,17.15317,73.396516,"Bhatye Beach is a notable beach attraction in Ratnagiri, Maharashtra. Popular for adventure, family-friendly, photography.","{""adventure"",""family-friendly"",""photography""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Aare Ware Beach,BEACH,,Ratnagiri,Maharashtra,India,16.945706,73.104199,"Aare Ware Beach is a notable beach attraction in Ratnagiri, Maharashtra. Popular for heritage, trekking, water-sports.","{""heritage"",""trekking"",""water-sports""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ratnagiri Lighthouse,HISTORICAL,,Ratnagiri,Maharashtra,India,16.967671,73.090086,"Ratnagiri Lighthouse is a notable historical attraction in Ratnagiri, Maharashtra. Popular for water-sports, photography, relaxation.","{""water-sports"",""photography"",""relaxation""}",,3.8,LOW,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Thiba Palace,HISTORICAL,,Ratnagiri,Maharashtra,India,16.881087,73.310653,"Thiba Palace is a notable historical attraction in Ratnagiri, Maharashtra. Popular for adventure, heritage, relaxation.","{""adventure"",""heritage"",""relaxation""}",,3.9,HIGH,7.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kadyawarcha Ganpati,HISTORICAL,,Ratnagiri,Maharashtra,India,16.98327,73.112603,"Kadyawarcha Ganpati is a notable historical attraction in Ratnagiri, Maharashtra. Popular for relaxation, nature, spiritual.","{""relaxation"",""nature"",""spiritual""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ratnagiri Mango Orchards,HISTORICAL,,Ratnagiri,Maharashtra,India,17.197226,73.00305,"Ratnagiri Mango Orchards is a notable historical attraction in Ratnagiri, Maharashtra. Popular for adventure, heritage, nature.","{""adventure"",""heritage"",""nature""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Tarkarli Beach,BEACH,,Sindhudurg,Maharashtra,India,16.137638,73.607511,"Tarkarli Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for photography, heritage, nature.","{""photography"",""heritage"",""nature""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Devbagh Beach,BEACH,,Sindhudurg,Maharashtra,India,16.184331,73.765353,"Devbagh Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for heritage, family-friendly, photography.","{""heritage"",""family-friendly"",""photography""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Malvan Marine Sanctuary,WILDLIFE,,Sindhudurg,Maharashtra,India,16.04432,73.384104,"Malvan Marine Sanctuary is a notable wildlife attraction in Sindhudurg, Maharashtra. Popular for relaxation, water-sports, wildlife.","{""relaxation"",""water-sports"",""wildlife""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Rock Garden Malvan,NATURE,,Sindhudurg,Maharashtra,India,15.881907,73.61114,"Rock Garden Malvan is a notable nature attraction in Sindhudurg, Maharashtra. Popular for family-friendly, photography, nature.","{""family-friendly"",""photography"",""nature""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kunkeshwar Temple,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.204485,73.467338,"Kunkeshwar Temple is a notable religious attraction in Sindhudurg, Maharashtra. Popular for spiritual, water-sports, trekking.","{""spiritual"",""water-sports"",""trekking""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Chivla Beach,BEACH,,Sindhudurg,Maharashtra,India,16.248233,73.721218,"Chivla Beach is a notable beach attraction in Sindhudurg, Maharashtra. Popular for water-sports, trekking, adventure.","{""water-sports"",""trekking"",""adventure""}",,4.6,LOW,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Terekhol Fort,FORT,,Sindhudurg,Maharashtra,India,16.351307,73.621657,"Terekhol Fort is a notable fort attraction in Sindhudurg, Maharashtra. Popular for heritage, wildlife, family-friendly.","{""heritage"",""wildlife"",""family-friendly""}",,4,HIGH,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sawantwadi nearby spots,HISTORICAL,,Sindhudurg,Maharashtra,India,16.166288,73.461186,"Sawantwadi nearby spots is a notable historical attraction in Sindhudurg, Maharashtra. Popular for relaxation, spiritual, trekking.","{""relaxation"",""spiritual"",""trekking""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Raigad Fort,FORT,,Amravati,Maharashtra,India,21.046424,77.753269,"Raigad Fort is a notable fort attraction in Amravati, Maharashtra. Popular for family-friendly, adventure, nature.","{""family-friendly"",""adventure"",""nature""}",,4.2,LOW,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Pratapgad Fort,FORT,,Pune,Maharashtra,India,18.630628,73.937617,"Pratapgad Fort is a notable fort attraction in Pune, Maharashtra. Popular for trekking, nature, wildlife.","{""trekking"",""nature"",""wildlife""}",,4.6,MEDIUM,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Vijaydurg Fort,FORT,,Nagpur,Maharashtra,India,21.167906,78.98698,"Vijaydurg Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for water-sports, spiritual, relaxation.","{""water-sports"",""spiritual"",""relaxation""}",,4,HIGH,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Murud-Janjira Fort,FORT,,Nagpur,Maharashtra,India,21.106322,79.054466,"Murud-Janjira Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for family-friendly, trekking, spiritual.","{""family-friendly"",""trekking"",""spiritual""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Karnala Fort,FORT,,Nashik,Maharashtra,India,20.035573,73.892801,"Karnala Fort is a notable fort attraction in Nashik, Maharashtra. Popular for spiritual, wildlife, family-friendly.","{""spiritual"",""wildlife"",""family-friendly""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Rajmachi,HISTORICAL,,Amravati,Maharashtra,India,21.112672,77.892697,"Rajmachi is a notable historical attraction in Amravati, Maharashtra. Popular for wildlife, spiritual, nature.","{""wildlife"",""spiritual"",""nature""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sinhagad (already),HISTORICAL,,Ratnagiri,Maharashtra,India,17.162616,73.233071,"Sinhagad (already) is a notable historical attraction in Ratnagiri, Maharashtra. Popular for heritage, relaxation, adventure.","{""heritage"",""relaxation"",""adventure""}",,3.8,LOW,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ratangad Fort,FORT,,Solapur,Maharashtra,India,17.723746,75.838722,"Ratangad Fort is a notable fort attraction in Solapur, Maharashtra. Popular for family-friendly, wildlife, heritage.","{""family-friendly"",""wildlife"",""heritage""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
